order_id,account_id,merchant_id,amount,promo_code_used,refund_requested,order_time
ord_dea284d64f,acct_d8e8_01_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3940.75,MEGA30,False,2026-08-16T01:31:29.221875
ord_ad95e06028,acct_d8e8_01_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,840.48,FIRST15,False,2026-08-16T03:08:29.221875
ord_37122d0da7,acct_d8e8_01_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2728.04,FIRST15,True,2026-08-16T16:50:29.221875
ord_34fd26c9ec,acct_d8e8_01_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1520.69,FLAT100,False,2026-08-17T14:54:29.221875
ord_b78402d87e,acct_d8e8_01_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1960.58,WELCOME10,True,2026-08-17T16:38:29.221875
ord_60e4e8c6d2,acct_d8e8_01_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3320.96,,True,2026-08-17T11:31:29.221875
ord_0f14439343,acct_d8e8_02_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,583.23,FIRST15,False,2026-08-26T15:14:54.221875
ord_7db71de97e,acct_d8e8_02_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,149.03,FLAT100,True,2026-08-25T16:32:54.221875
ord_a273deb9e6,acct_d8e8_02_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,103.15,,True,2026-08-27T09:48:54.221875
ord_b4d543804b,acct_d8e8_02_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2485.93,FIRST15,False,2026-08-25T17:41:54.221875
ord_50aaa74983,acct_d8e8_02_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4668.8,MEGA30,False,2026-08-26T06:17:54.221875
ord_f7976be8b9,acct_d8e8_02_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2864.09,,True,2026-08-25T13:53:54.221875
ord_bceb4c286c,acct_d8e8_02_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3123.17,FIRST15,True,2026-08-26T13:47:54.221875
ord_583b6ed6d6,acct_d8e8_02_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4804.58,FIRST15,True,2026-08-26T18:15:54.221875
ord_662577e8e9,acct_d8e8_02_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1031.77,FLAT100,True,2026-08-26T13:29:54.221875
ord_e37f0ed6c5,acct_d8e8_02_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2764.72,,True,2026-08-27T09:06:54.221875
ord_bec917aaa1,acct_d8e8_02_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3022.02,SAVE20,True,2026-08-26T00:56:54.221875
ord_9c5c3001cf,acct_d8e8_02_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1969.48,,True,2026-08-26T19:48:54.221875
ord_353c6acb6f,acct_d8e8_02_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,600.68,FLASH50,False,2026-08-26T17:57:54.221875
ord_4f6e0d94a6,acct_d8e8_02_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2073.3,SAVE20,True,2026-08-27T02:47:54.221875
ord_b212635cf6,acct_d8e8_02_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1746.27,FIRST15,True,2026-08-27T06:47:54.221875
ord_9972f3cdfb,acct_d8e8_02_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,980.47,FLASH50,False,2026-08-26T05:00:54.221875
ord_f84612ec0b,acct_d8e8_03_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,606.94,FLASH50,True,2026-08-28T16:57:50.221875
ord_830749050d,acct_d8e8_03_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3117.57,MEGA30,True,2026-08-28T22:22:50.221875
ord_ff6028b005,acct_d8e8_03_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3024.35,SAVE20,False,2026-08-28T22:17:50.221875
ord_78a1d7c005,acct_d8e8_03_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1168.34,FLAT100,True,2026-08-27T12:25:50.221875
ord_f7570575ae,acct_d8e8_03_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1361.55,MEGA30,True,2026-08-28T10:42:50.221875
ord_80a673baca,acct_d8e8_03_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2148.66,,True,2026-08-27T01:32:50.221875
ord_cbc33ebe82,acct_d8e8_03_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,60.3,MEGA30,True,2026-08-27T07:17:50.221875
ord_a11783e19a,acct_d8e8_03_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1311.66,NEWUSER,False,2026-08-27T19:03:50.221875
ord_7d0dd5a3ef,acct_d8e8_04_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3634.4,,False,2026-08-20T05:28:02.221875
ord_d392b321f4,acct_d8e8_04_00,d8e8be4b-8407-447a-a2f1-2db069e45dc2,664.28,SAVE20,True,2026-08-20T01:25:02.221875
ord_68c5ea9c05,acct_d8e8_04_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2085.38,FIRST15,True,2026-08-20T03:17:02.221875
ord_9637834dd1,acct_d8e8_04_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1181.43,FLAT100,True,2026-08-18T13:10:02.221875
ord_77c6d25aa2,acct_d8e8_04_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1465.06,,True,2026-08-20T01:04:02.221875
ord_2f0d0d1708,acct_d8e8_04_01,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1260.94,SAVE20,True,2026-08-18T18:13:02.221875
ord_86e87b279d,acct_d8e8_04_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3680.49,FREESHIP,False,2026-08-18T23:08:02.221875
ord_b2db45dfb2,acct_d8e8_04_02,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1365.41,FIRST15,True,2026-08-19T20:12:02.221875
ord_c6b7533210,acct_d8e8_04_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2277.84,NEWUSER,False,2026-08-19T08:51:02.221875
ord_b02613d6a4,acct_d8e8_04_03,d8e8be4b-8407-447a-a2f1-2db069e45dc2,101.15,NEWUSER,True,2026-08-19T09:47:02.221875
ord_f865109d60,acct_d8e8_04_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4028.19,NEWUSER,False,2026-08-18T17:40:02.221875
ord_cb526ed320,acct_d8e8_04_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1331.67,MEGA30,False,2026-08-19T18:53:02.221875
ord_9c17652623,acct_d8e8_04_04,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2588.18,WELCOME10,False,2026-08-18T17:13:02.221875
ord_4269868cde,acct_d8e8_04_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3651.02,FIRST15,True,2026-08-19T23:21:02.221875
ord_a0db90cb1d,acct_d8e8_04_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4390.2,FLASH50,True,2026-08-18T17:17:02.221875
ord_67b7fbe1d3,acct_d8e8_04_05,d8e8be4b-8407-447a-a2f1-2db069e45dc2,54.3,,True,2026-08-20T07:18:02.221875
ord_7120b542e3,acct_5e17f2c430,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6289.79,,False,2026-08-30T15:55:31.221875
ord_49b1e749f3,acct_5e17f2c430,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4448.99,,True,2026-09-14T10:00:31.221875
ord_87bb3db2ef,acct_5e17f2c430,d8e8be4b-8407-447a-a2f1-2db069e45dc2,7161.98,,False,2026-09-04T12:30:31.221875
ord_6b134522e8,acct_3295acfa0f,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5062.77,,False,2026-08-21T13:09:25.221875
ord_53f9087572,acct_be77f1d689,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2053.5,MEGA30,False,2026-09-05T07:55:55.221875
ord_cbfdba6814,acct_be77f1d689,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2349.57,,True,2026-08-10T00:02:55.221875
ord_8f392f679c,acct_d84ced291e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1744.5,,False,2026-09-01T21:20:20.221875
ord_c85617a160,acct_d84ced291e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2344.36,,False,2026-08-14T01:32:20.221875
ord_3269663600,acct_d84ced291e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1009.97,,True,2026-08-14T10:54:20.221875
ord_18d82428be,acct_45eae52da0,d8e8be4b-8407-447a-a2f1-2db069e45dc2,958.07,,False,2026-08-19T08:32:43.221875
ord_7dac5be894,acct_45eae52da0,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4076.19,,False,2026-09-12T13:09:43.221875
ord_9bc28797fa,acct_45eae52da0,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1465.17,,False,2026-08-18T13:49:43.221875
ord_a1f30c9378,acct_5b6c265357,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5508.69,,False,2026-09-22T21:51:07.221875
ord_c540311694,acct_5b6c265357,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3793.87,,False,2026-09-13T22:59:07.221875
ord_8c707265e9,acct_5b6c265357,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3900.51,SAVE20,False,2026-09-03T07:34:07.221875
ord_c7c7d50d73,acct_84c0ee1188,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6035.27,,False,2026-08-18T08:08:40.221875
ord_cb835e2ebf,acct_84c0ee1188,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4958.34,,False,2026-08-18T21:59:40.221875
ord_82dc255ac1,acct_84c0ee1188,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6655.23,,False,2026-08-30T07:48:40.221875
ord_fae525db0c,acct_f2e575cdc9,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3114.69,,True,2026-08-12T18:53:16.221875
ord_13ad00a767,acct_6c606752b6,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5495.28,,False,2026-09-20T20:39:25.221875
ord_1f85a9b1ed,acct_6c606752b6,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5780.96,,False,2026-08-31T23:28:25.221875
ord_053efaa4e8,acct_21b7239f92,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4303.6,,False,2026-09-01T05:34:29.221875
ord_aed25c1155,acct_3eaaf6d29a,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1532.62,,True,2026-09-20T02:59:20.221875
ord_842275fcad,acct_3eaaf6d29a,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2423.37,,True,2026-09-27T10:52:20.221875
ord_6ce65f784a,acct_03b95604b8,d8e8be4b-8407-447a-a2f1-2db069e45dc2,7221.45,,False,2026-09-04T09:49:23.221875
ord_c055b4d25d,acct_03b95604b8,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5273.47,FLAT100,False,2026-08-30T18:44:23.221875
ord_cda8b75bfb,acct_03b95604b8,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1364.01,,False,2026-08-30T01:58:23.221875
ord_65b6048a5c,acct_f3ba1f77e8,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1737.38,,False,2026-08-24T21:38:54.221875
ord_6466334348,acct_f3ba1f77e8,d8e8be4b-8407-447a-a2f1-2db069e45dc2,7565.44,,False,2026-08-17T15:46:54.221875
ord_079a8010fa,acct_ece9504fe0,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6371.86,MEGA30,False,2026-08-19T11:04:07.221875
ord_5c74e84083,acct_58066456aa,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6924.68,,False,2026-09-01T21:57:50.221875
ord_3c8ed354bc,acct_cbea058f47,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1127.94,,False,2026-08-25T05:03:55.221875
ord_7e22391d87,acct_cbea058f47,d8e8be4b-8407-447a-a2f1-2db069e45dc2,672.92,,False,2026-08-31T07:09:55.221875
ord_c5cd642fba,acct_33415b87ae,d8e8be4b-8407-447a-a2f1-2db069e45dc2,6304.6,,False,2026-09-20T12:54:59.221875
ord_deb2367696,acct_33415b87ae,d8e8be4b-8407-447a-a2f1-2db069e45dc2,4944.51,,False,2026-09-18T17:36:59.221875
ord_86a171a233,acct_a4e4567c22,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3549.59,FIRST15,True,2026-08-24T02:41:16.221875
ord_652cd0cb91,acct_a4e4567c22,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5589.16,,False,2026-08-24T03:53:16.221875
ord_35f5001230,acct_b382ba1a5e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,3419.55,,False,2026-08-29T15:34:54.221875
ord_0820d0f407,acct_b382ba1a5e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,1269.14,,False,2026-09-06T02:24:54.221875
ord_9cd629e0b6,acct_b382ba1a5e,d8e8be4b-8407-447a-a2f1-2db069e45dc2,7650.06,,True,2026-09-08T22:16:54.221875
ord_709898c4a2,acct_c67d32fc38,d8e8be4b-8407-447a-a2f1-2db069e45dc2,2160.22,FLAT100,False,2026-08-21T19:36:59.221875
ord_12bb4c36e8,acct_c67d32fc38,d8e8be4b-8407-447a-a2f1-2db069e45dc2,7605.79,,False,2026-08-14T12:12:59.221875
ord_e1c8074aaf,acct_a4491c00f2,d8e8be4b-8407-447a-a2f1-2db069e45dc2,5212.1,,False,2026-09-23T00:46:00.221875
ord_f5d083570e,acct_0e3c_00_00,0e3c2cb1-1114-415c-a680-1204829213a3,3811.41,FLAT100,False,2026-09-03T17:11:49.221875
ord_f1ebf5e1fb,acct_0e3c_00_00,0e3c2cb1-1114-415c-a680-1204829213a3,3464.85,,False,2026-09-02T19:21:49.221875
ord_f9dc6a2595,acct_0e3c_00_01,0e3c2cb1-1114-415c-a680-1204829213a3,2532.08,NEWUSER,False,2026-09-03T16:08:49.221875
ord_2b4677ea4c,acct_0e3c_00_01,0e3c2cb1-1114-415c-a680-1204829213a3,810.23,FREESHIP,True,2026-09-03T13:24:49.221875
ord_1cd712393e,acct_0e3c_00_02,0e3c2cb1-1114-415c-a680-1204829213a3,123.11,,True,2026-09-02T12:12:49.221875
ord_3ca6b09f2e,acct_0e3c_00_02,0e3c2cb1-1114-415c-a680-1204829213a3,3303.23,FLASH50,False,2026-09-04T08:22:49.221875
ord_ae6be3c9ef,acct_0e3c_00_02,0e3c2cb1-1114-415c-a680-1204829213a3,3870.19,,False,2026-09-04T01:46:49.221875
ord_34b403c278,acct_0e3c_01_00,0e3c2cb1-1114-415c-a680-1204829213a3,298.16,,True,2026-08-17T18:46:40.221875
ord_3c33844ace,acct_0e3c_01_01,0e3c2cb1-1114-415c-a680-1204829213a3,1184.99,,True,2026-08-17T08:07:40.221875
ord_d4715370c1,acct_0e3c_01_01,0e3c2cb1-1114-415c-a680-1204829213a3,2155.76,NEWUSER,False,2026-08-17T17:33:40.221875
ord_829f5193b1,acct_0e3c_01_02,0e3c2cb1-1114-415c-a680-1204829213a3,961.09,FIRST15,True,2026-08-18T21:57:40.221875
ord_35827e5972,acct_0e3c_01_03,0e3c2cb1-1114-415c-a680-1204829213a3,1100.37,,False,2026-08-18T02:01:40.221875
ord_04261b6f33,acct_0e3c_01_03,0e3c2cb1-1114-415c-a680-1204829213a3,4745.62,FLASH50,False,2026-08-17T20:30:40.221875
ord_8cff366534,acct_0e3c_01_03,0e3c2cb1-1114-415c-a680-1204829213a3,2604.1,NEWUSER,True,2026-08-17T12:28:40.221875
ord_06a72417f7,acct_0e3c_01_03,0e3c2cb1-1114-415c-a680-1204829213a3,4728.58,,True,2026-08-18T04:00:40.221875
ord_3f29b907f1,acct_0e3c_01_04,0e3c2cb1-1114-415c-a680-1204829213a3,4412.12,FIRST15,False,2026-08-18T05:22:40.221875
ord_f5185d194a,acct_0e3c_01_04,0e3c2cb1-1114-415c-a680-1204829213a3,3045.63,,False,2026-08-17T14:55:40.221875
ord_d06be2877f,acct_0e3c_01_04,0e3c2cb1-1114-415c-a680-1204829213a3,352.55,FLAT100,True,2026-08-17T12:46:40.221875
ord_c5ce4d8b64,acct_0e3c_01_04,0e3c2cb1-1114-415c-a680-1204829213a3,4583.28,WELCOME10,False,2026-08-19T04:03:40.221875
ord_302d08b0e0,acct_0e3c_02_00,0e3c2cb1-1114-415c-a680-1204829213a3,3840.79,MEGA30,False,2026-09-04T20:11:46.221875
ord_b550cf8adb,acct_0e3c_02_00,0e3c2cb1-1114-415c-a680-1204829213a3,2577.99,SAVE20,False,2026-09-05T21:37:46.221875
ord_eec4537727,acct_0e3c_02_00,0e3c2cb1-1114-415c-a680-1204829213a3,1453.97,FIRST15,False,2026-09-05T00:34:46.221875
ord_81446b9e77,acct_0e3c_02_01,0e3c2cb1-1114-415c-a680-1204829213a3,329.55,FLASH50,True,2026-09-05T05:37:46.221875
ord_93a24304eb,acct_0e3c_02_02,0e3c2cb1-1114-415c-a680-1204829213a3,4433.32,,False,2026-09-05T16:29:46.221875
ord_43498ad768,acct_0e3c_03_00,0e3c2cb1-1114-415c-a680-1204829213a3,1261.51,NEWUSER,False,2026-08-24T13:50:22.221875
ord_d6e151260f,acct_0e3c_03_00,0e3c2cb1-1114-415c-a680-1204829213a3,3556.42,NEWUSER,True,2026-08-24T13:51:22.221875
ord_eeb10169cd,acct_0e3c_03_00,0e3c2cb1-1114-415c-a680-1204829213a3,750.47,,True,2026-08-24T10:41:22.221875
ord_1d9c8209d8,acct_0e3c_03_00,0e3c2cb1-1114-415c-a680-1204829213a3,4669.69,NEWUSER,False,2026-08-25T10:29:22.221875
ord_0d29e94d71,acct_0e3c_03_01,0e3c2cb1-1114-415c-a680-1204829213a3,2168.67,,True,2026-08-24T23:28:22.221875
ord_d043e49edb,acct_0e3c_03_01,0e3c2cb1-1114-415c-a680-1204829213a3,288.6,,False,2026-08-24T04:50:22.221875
ord_d128eaf2d0,acct_0e3c_03_02,0e3c2cb1-1114-415c-a680-1204829213a3,3671.94,WELCOME10,True,2026-08-23T15:40:22.221875
ord_cef761f3eb,acct_0e3c_03_03,0e3c2cb1-1114-415c-a680-1204829213a3,3990.79,WELCOME10,False,2026-08-24T20:41:22.221875
ord_e7d8618979,acct_0e3c_03_03,0e3c2cb1-1114-415c-a680-1204829213a3,614.82,MEGA30,False,2026-08-24T07:11:22.221875
ord_b723aacb80,acct_0e3c_04_00,0e3c2cb1-1114-415c-a680-1204829213a3,4120.63,,True,2026-09-04T17:47:58.221875
ord_da5fedb76b,acct_0e3c_04_00,0e3c2cb1-1114-415c-a680-1204829213a3,4561.74,NEWUSER,True,2026-09-04T21:20:58.221875
ord_ef72b2c758,acct_0e3c_04_01,0e3c2cb1-1114-415c-a680-1204829213a3,722.06,,False,2026-09-04T05:05:58.221875
ord_b101ec535b,acct_0e3c_04_02,0e3c2cb1-1114-415c-a680-1204829213a3,2220.63,FIRST15,False,2026-09-04T00:00:58.221875
ord_177d4a57d1,acct_0e3c_04_02,0e3c2cb1-1114-415c-a680-1204829213a3,2056.76,FLASH50,True,2026-09-05T16:17:58.221875
ord_72735dfe13,acct_0e3c_04_02,0e3c2cb1-1114-415c-a680-1204829213a3,1244.3,MEGA30,False,2026-09-05T00:03:58.221875
ord_37fde98b8d,acct_0e3c_04_03,0e3c2cb1-1114-415c-a680-1204829213a3,1737.57,MEGA30,False,2026-09-05T01:55:58.221875
ord_280e4e6818,acct_0e3c_04_03,0e3c2cb1-1114-415c-a680-1204829213a3,2112.13,WELCOME10,False,2026-09-05T12:33:58.221875
ord_ec4eed53a0,acct_0e3c_04_04,0e3c2cb1-1114-415c-a680-1204829213a3,2838.58,,True,2026-09-03T23:31:58.221875
ord_97d5313dd9,acct_0e3c_04_04,0e3c2cb1-1114-415c-a680-1204829213a3,1076.53,MEGA30,True,2026-09-05T04:54:58.221875
ord_66a210e786,acct_13722d111e,0e3c2cb1-1114-415c-a680-1204829213a3,5855.52,,False,2026-09-12T10:13:46.221875
ord_cc68c951ca,acct_13722d111e,0e3c2cb1-1114-415c-a680-1204829213a3,2233.09,FIRST15,False,2026-08-28T17:07:46.221875
ord_854460b75f,acct_939339817f,0e3c2cb1-1114-415c-a680-1204829213a3,1372.45,,False,2026-08-29T00:48:02.221875
ord_c286f22907,acct_939339817f,0e3c2cb1-1114-415c-a680-1204829213a3,1624.64,,False,2026-09-10T06:12:02.221875
ord_07101e574b,acct_939339817f,0e3c2cb1-1114-415c-a680-1204829213a3,7373.99,FREESHIP,True,2026-08-18T16:22:02.221875
ord_df416ad61f,acct_c44ec8b11d,0e3c2cb1-1114-415c-a680-1204829213a3,2562.18,,False,2026-08-29T20:03:08.221875
ord_8bfa8be58e,acct_c44ec8b11d,0e3c2cb1-1114-415c-a680-1204829213a3,1582.33,,False,2026-08-17T18:47:08.221875
ord_80b884298a,acct_bcbdc86219,0e3c2cb1-1114-415c-a680-1204829213a3,7677.24,,False,2026-09-13T01:02:16.221875
ord_cd7a664fb4,acct_f2a13070ea,0e3c2cb1-1114-415c-a680-1204829213a3,5565.85,,True,2026-08-29T13:30:12.221875
ord_9f589b202a,acct_f2a13070ea,0e3c2cb1-1114-415c-a680-1204829213a3,6143.29,,True,2026-08-13T21:53:12.221875
ord_fd2a124306,acct_f749fefdc6,0e3c2cb1-1114-415c-a680-1204829213a3,5448.41,,False,2026-09-18T06:55:57.221875
ord_bcab4fca67,acct_7a4b78a273,0e3c2cb1-1114-415c-a680-1204829213a3,1825.21,,False,2026-09-04T17:47:32.221875
ord_e9d775c82d,acct_7a4b78a273,0e3c2cb1-1114-415c-a680-1204829213a3,421.61,,False,2026-09-07T08:30:32.221875
ord_79449e66a4,acct_cf63535fbe,0e3c2cb1-1114-415c-a680-1204829213a3,3304.85,,True,2026-09-24T10:24:04.221875
ord_970a11795c,acct_668460c955,0e3c2cb1-1114-415c-a680-1204829213a3,1240.06,,False,2026-09-04T01:07:44.221875
ord_b0d3a13fb2,acct_a530286e80,0e3c2cb1-1114-415c-a680-1204829213a3,5579.36,,False,2026-09-29T13:22:49.221875
ord_11eac8e4eb,acct_72faa30264,0e3c2cb1-1114-415c-a680-1204829213a3,5634.66,,False,2026-09-02T11:38:06.221875
ord_df7f04653b,acct_4dc373337c,0e3c2cb1-1114-415c-a680-1204829213a3,4511.31,,False,2026-08-27T21:08:00.221875
ord_7f6a5f49a4,acct_4dc373337c,0e3c2cb1-1114-415c-a680-1204829213a3,6675.27,,False,2026-09-06T08:37:00.221875
ord_59325b26ea,acct_e18f6b91cc,0e3c2cb1-1114-415c-a680-1204829213a3,6086.33,,True,2026-08-24T21:02:42.221875
ord_8d8b29ae07,acct_e18f6b91cc,0e3c2cb1-1114-415c-a680-1204829213a3,3255.63,,False,2026-08-20T16:35:42.221875
ord_70b231ccb3,acct_bee78b5f93,0e3c2cb1-1114-415c-a680-1204829213a3,4426.47,,False,2026-08-16T09:09:36.221875
ord_fdef527254,acct_63b7f8fceb,0e3c2cb1-1114-415c-a680-1204829213a3,242.12,,True,2026-10-01T22:11:01.221875
ord_36d3850de8,acct_63b7f8fceb,0e3c2cb1-1114-415c-a680-1204829213a3,7784.02,,False,2026-09-07T11:46:01.221875
ord_0b8aa0d428,acct_63b7f8fceb,0e3c2cb1-1114-415c-a680-1204829213a3,1557.82,,False,2026-09-27T08:35:01.221875
ord_596b1b284c,acct_1e35be7ad4,0e3c2cb1-1114-415c-a680-1204829213a3,1882.64,,False,2026-08-25T03:30:43.221875
ord_1f5ac0ca3c,acct_1e35be7ad4,0e3c2cb1-1114-415c-a680-1204829213a3,129.41,,False,2026-09-01T05:58:43.221875
ord_a458379ad2,acct_3e8b36e5b9,0e3c2cb1-1114-415c-a680-1204829213a3,5123.53,,False,2026-09-01T23:23:50.221875
ord_b6bd95f825,acct_3e8b36e5b9,0e3c2cb1-1114-415c-a680-1204829213a3,5459.21,,False,2026-08-29T20:48:50.221875
ord_da2e09a02c,acct_3e8b36e5b9,0e3c2cb1-1114-415c-a680-1204829213a3,2885.14,,False,2026-08-20T19:18:50.221875
ord_7823a9092e,acct_d282dc6322,0e3c2cb1-1114-415c-a680-1204829213a3,4177.87,SAVE20,False,2026-09-11T08:29:54.221875
ord_b43034ff58,acct_d282dc6322,0e3c2cb1-1114-415c-a680-1204829213a3,1334.23,,False,2026-08-28T04:54:54.221875
ord_0a22d5f885,acct_d282dc6322,0e3c2cb1-1114-415c-a680-1204829213a3,4996.3,,False,2026-08-27T03:18:54.221875
ord_3f5c862861,acct_10fed82454,0e3c2cb1-1114-415c-a680-1204829213a3,4775.73,,True,2026-09-10T14:34:43.221875
ord_79d7e61d7c,acct_10fed82454,0e3c2cb1-1114-415c-a680-1204829213a3,7942.45,,False,2026-08-18T21:56:43.221875
ord_c25e0f0fd3,acct_ff716cc338,0e3c2cb1-1114-415c-a680-1204829213a3,1540.78,,False,2026-09-13T18:08:55.221875
ord_8ee833e0e6,acct_ff716cc338,0e3c2cb1-1114-415c-a680-1204829213a3,2679.4,,False,2026-08-29T02:36:55.221875
